10;7,500000;0,921954;45,000000;0,000000
20;15,850000;1,314344;190,000000;0,000000
40;35,850000;1,525615;780,000000;0,000000
50;45,700000;2,027313;1225,000000;0,000000
60;55,350000;1,351851;1770,000000;0,000000
80;75,100000;1,868154;3160,000000;0,000000
100;94,400000;2,332381;4950,000000;0,000000
150;144,300000;1,763519;11175,000000;0,000000
200;195,050000;1,596089;19900,000000;0,000000
300;293,900000;2,118962;44850,000000;0,000000
500;492,800000;2,657066;124750,000000;0,000000
600;593,550000;3,089903;179700,000000;0,000000
800;793,050000;2,673481;319600,000000;0,000000
1000;992,400000;1,392839;499500,000000;0,000000
1250;1242,300000;2,304344;780625,000000;0,000000
1500;1491,250000;2,930444;1124250,000000;0,000000
2000;1991,550000;2,108910;1999000,000000;0,000000
2500;2491,200000;2,501999;3123750,000000;0,000000
3000;2991,550000;4,067862;4498500,000000;0,000000
4000;3990,700000;3,479943;7998000,000000;0,000000
5000;4991,750000;2,507489;12497500,000000;0,000000
10000;9990,450000;2,889204;49995000,000000;0,000000
