10;45,000000;0,000000;30,000000;0,000000
20;190,000000;0,000000;83,000000;0,000000
40;780,000000;0,000000;210,000000;0,000000
50;1225,000000;0,000000;280,000000;0,000000
60;1770,000000;0,000000;350,000000;0,000000
80;3160,000000;0,000000;505,000000;0,000000
100;4950,000000;0,000000;665,000000;0,000000
150;11175,000000;0,000000;1086,000000;0,000000
200;19900,000000;0,000000;1536,000000;0,000000
300;44850,000000;0,000000;2479,000000;0,000000
500;124750,000000;0,000000;4479,000000;0,000000
600;179700,000000;0,000000;5566,000000;0,000000
800;319600,000000;0,000000;7766,000000;0,000000
1000;499500,000000;0,000000;9966,000000;0,000000
1250;780625,000000;0,000000;12941,000000;0,000000
1500;1124250,000000;0,000000;15941,000000;0,000000
2000;1999000,000000;0,000000;21941,000000;0,000000
2500;3123750,000000;0,000000;28392,000000;0,000000
3000;4498500,000000;0,000000;34892,000000;0,000000
4000;7998000,000000;0,000000;47892,000000;0,000000
5000;12497500,000000;0,000000;61795,000000;0,000000
10000;49995000,000000;0,000000;133602,000000;0,000000
