10;45,000000;0,000000;45,000000;0,000000
20;190,000000;0,000000;190,000000;0,000000
40;780,000000;0,000000;780,000000;0,000000
50;1225,000000;0,000000;1225,000000;0,000000
60;1770,000000;0,000000;1770,000000;0,000000
80;3160,000000;0,000000;3160,000000;0,000000
100;4950,000000;0,000000;4950,000000;0,000000
150;11175,000000;0,000000;11175,000000;0,000000
200;19900,000000;0,000000;19900,000000;0,000000
300;44850,000000;0,000000;44850,000000;0,000000
500;124750,000000;0,000000;124750,000000;0,000000
600;179700,000000;0,000000;179700,000000;0,000000
800;319600,000000;0,000000;319600,000000;0,000000
1000;499500,000000;0,000000;499500,000000;0,000000
1250;780625,000000;0,000000;780625,000000;0,000000
1500;1124250,000000;0,000000;1124250,000000;0,000000
2000;1999000,000000;0,000000;1999000,000000;0,000000
2500;3123750,000000;0,000000;3123750,000000;0,000000
3000;4498500,000000;0,000000;4498500,000000;0,000000
4000;7998000,000000;0,000000;7998000,000000;0,000000
5000;12497500,000000;0,000000;12497500,000000;0,000000
10000;49995000,000000;0,000000;49995000,000000;0,000000
