10;22,000000;5,718391;42,200000;2,638181
20;97,400000;16,362763;168,850000;12,543026
40;382,200000;40,997073;653,100000;44,450984
50;594,550000;53,827943;999,050000;68,767343
60;889,500000;67,864939;1470,400000;73,161739
80;1530,300000;92,361301;2509,200000;129,357876
100;2483,250000;171,921748;3926,050000;219,881212
150;5489,800000;266,275910;8623,500000;323,951617
200;9750,450000;395,766153;15362,800000;531,469905
300;22552,050000;889,742967;34886,750000;1419,637555
500;62972,550000;1797,395128;96401,350000;1741,641159
600;90808,500000;2031,048658;138418,750000;2560,408051
800;160482,200000;3770,864445;243699,450000;5051,310072
1000;249578,200000;4312,300217;378566,100000;4872,111122
1250;390301,300000;6102,620061;591461,900000;9207,149471
1500;559220,900000;9591,677288;848433,500000;13575,925035
2000;1001151,250000;11596,443213;1513547,950000;16536,923694
2500;1566391,250000;18061,057674;2356881,300000;36285,822189
3000;2254992,350000;27567,102975;3406095,800000;37024,481707
4000;4012931,550000;38848,501115;6037286,900000;49573,258639
5000;6232979,800000;56504,146616;9417038,050000;98827,309860
10000;24980271,500000;156442,505454;37592757,450000;228150,246892
