10;5,000000;0,000000;45,000000;0,000000
20;10,000000;0,000000;190,000000;0,000000
40;20,000000;0,000000;780,000000;0,000000
50;25,000000;0,000000;1225,000000;0,000000
60;30,000000;0,000000;1770,000000;0,000000
80;40,000000;0,000000;3160,000000;0,000000
100;50,000000;0,000000;4950,000000;0,000000
150;75,000000;0,000000;11175,000000;0,000000
200;100,000000;0,000000;19900,000000;0,000000
300;150,000000;0,000000;44850,000000;0,000000
500;250,000000;0,000000;124750,000000;0,000000
600;300,000000;0,000000;179700,000000;0,000000
800;400,000000;0,000000;319600,000000;0,000000
1000;500,000000;0,000000;499500,000000;0,000000
1250;625,000000;0,000000;780625,000000;0,000000
1500;750,000000;0,000000;1124250,000000;0,000000
2000;1000,000000;0,000000;1999000,000000;0,000000
2500;1250,000000;0,000000;3123750,000000;0,000000
3000;1500,000000;0,000000;4498500,000000;0,000000
4000;2000,000000;0,000000;7998000,000000;0,000000
5000;2500,000000;0,000000;12497500,000000;0,000000
10000;5000,000000;0,000000;49995000,000000;0,000000
